Ligand,RMSD (nm)
ejm_42,0.14454077
ejm_42,0.15091099
ejm_42,0.12450803
ejm_42,0.11911718
ejm_42,0.16583844
ejm_42,0.15253724
ejm_42,0.14332056
ejm_42,0.15498318
ejm_42,0.13699839
ejm_42,0.1485663
ejm_42,0.14221427
ejm_42,0.14581048
ejm_42,0.16521026
ejm_42,0.16689883
ejm_42,0.16676736
ejm_42,0.14569505
ejm_42,0.12566146
ejm_42,0.14912583
ejm_42,0.14654464
ejm_42,0.11758675
ejm_42,0.16883965
ejm_42,0.13888471
ejm_42,0.15759087
ejm_42,0.15812466
ejm_42,0.12991658
ejm_42,0.16441256
ejm_42,0.1458088
ejm_42,0.12838702
ejm_42,0.14568663
ejm_42,0.15221938
ejm_42,0.15777048
ejm_42,0.14165398
ejm_42,0.124179214
ejm_43,0.03165693
ejm_43,0.072324984
ejm_43,0.09177883
ejm_43,0.107235745
ejm_43,0.11367116
ejm_43,0.1436854
ejm_43,0.149407
ejm_43,0.15517336
ejm_43,0.13730362
ejm_43,0.16719495
ejm_43,0.1878718
ejm_43,0.1889753
ejm_43,0.19119352
ejm_43,0.19170614
ejm_43,0.18273452
ejm_43,0.18255368
ejm_43,0.18248726
ejm_43,0.15515062
ejm_43,0.16278127
ejm_43,0.14355661
ejm_43,0.19206071
ejm_43,0.18199047
ejm_43,0.18820353
ejm_43,0.0987658
ejm_43,0.18750107
ejm_43,0.17770775
ejm_43,0.17802268
ejm_43,0.1965409
ejm_43,0.1888158
ejm_43,0.18590806
ejm_43,0.16234235
ejm_43,0.140914
ejm_43,0.118433274
ejm_43,0.14293623
ejm_43,0.13755526
ejm_43,0.1508728
ejm_43,0.1542466
ejm_43,0.16089706
ejm_43,0.1424605
ejm_43,0.1640596
ejm_43,0.15824603
ejm_43,0.1606455
ejm_43,0.16170706
ejm_43,0.12806538
ejm_43,0.16078246
ejm_43,0.13541621
ejm_43,0.15450574
ejm_43,0.190931
ejm_43,0.19930981
ejm_43,0.19042455
ejm_43,0.18033746
ejm_43,0.19554982
ejm_43,0.18671797
ejm_43,0.18792062
ejm_43,0.18808842
ejm_43,0.1930655
ejm_43,0.15345071
ejm_43,0.17930405
ejm_43,0.18904933
ejm_43,0.18045348
ejm_43,0.19354437
ejm_43,0.18794239
ejm_43,0.17133558
ejm_43,0.16930947
ejm_43,0.17797002
ejm_43,0.17344728
ejm_43,0.178935
ejm_43,0.18034942
ejm_43,0.18364747
ejm_43,0.15710393
ejm_43,0.15868449
ejm_43,0.16668923
ejm_43,0.16903813
ejm_43,0.18337724
ejm_43,0.1411224
ejm_43,0.11004365
ejm_43,0.11454716
ejm_43,0.1282654
ejm_43,0.10656054
ejm_43,0.18395482
ejm_43,0.17503253
ejm_43,0.18131322
ejm_43,0.18294288
ejm_43,0.15674545
ejm_43,0.18975796
ejm_43,0.12506083
ejm_43,0.14883715
ejm_43,0.13806245
ejm_43,0.1361664
ejm_43,0.16802537
ejm_43,0.1873957
ejm_43,0.1379688
ejm_43,0.17710887
ejm_43,0.1653832
ejm_43,0.1768752
ejm_43,0.17275448
ejm_43,0.19233768
ejm_43,0.1583177
ejm_43,0.17253591
ejm_43,0.18564166
ejm_43,0.14454132
ejm_43,0.181934
ejm_43,0.19254307
ejm_43,0.18704303
ejm_43,0.19027859
ejm_43,0.17906904
ejm_43,0.1864735
ejm_43,0.1695623
ejm_43,0.16509943
ejm_43,0.18168864
ejm_43,0.18317868
ejm_43,0.18383698
ejm_43,0.123818085
ejm_43,0.122959346
ejm_43,0.091233596
ejm_43,0.18685092
ejm_43,0.124467015
ejm_43,0.114159144
ejm_43,0.13305792
ejm_43,0.14790888
ejm_43,0.18263127
ejm_43,0.16447775
ejm_43,0.12907921
ejm_43,0.09446657
ejm_43,0.19479887
ejm_43,0.18198206
ejm_43,0.1937512
ejm_43,0.17985879
ejm_43,0.18688355
ejm_43,0.18631612
ejm_43,0.17384978
ejm_43,0.1846807
ejm_43,0.20266597
ejm_43,0.18570513
ejm_43,0.15082522
ejm_43,0.20020159
ejm_43,0.18961567
ejm_43,0.1939722
ejm_43,0.1994611
ejm_43,0.19089171
ejm_43,0.14163984
ejm_43,0.18679617
ejm_43,0.17662905
ejm_43,0.15810792
ejm_43,0.1650567
ejm_43,0.17914014
ejm_43,0.18446776
ejm_43,0.17599742
ejm_43,0.19780292
ejm_43,0.19062766
ejm_43,0.17101148
ejm_43,0.1457694
ejm_43,0.17655991
ejm_43,0.116760544
ejm_43,0.1788243
ejm_43,0.19190438
ejm_43,0.18120094
ejm_43,0.18138844
ejm_43,0.17509797
ejm_43,0.16115835
ejm_43,0.12185116
ejm_43,0.15119897
ejm_43,0.17061287
ejm_43,0.14294413
ejm_43,0.19093771
ejm_43,0.1445085
ejm_43,0.11498539
ejm_43,0.15276375
ejm_43,0.12229974
ejm_43,0.10524126
ejm_43,0.14094499
ejm_43,0.14843936
ejm_43,0.13737927
ejm_43,0.16105305
ejm_43,0.16672778
ejm_43,0.13016944
ejm_43,0.14353545
ejm_43,0.17823607
ejm_43,0.19294716
ejm_43,0.13649277
ejm_43,0.11058034
ejm_43,0.117737025
ejm_43,0.13978927
ejm_43,0.08573927
ejm_43,0.10011101
ejm_43,0.09959577
ejm_43,0.11833046
ejm_43,0.10634978
ejm_43,0.109492876
ejm_43,0.11802104
ejm_43,0.11473959
ejm_43,0.09455526
ejm_43,0.12046206
ejm_43,0.117974885
ejm_43,0.11863421
ejm_43,0.11306393
ejm_43,0.119053386
ejm_43,0.09360319
ejm_43,0.11753969
ejm_43,0.08618042
ejm_43,0.15889753
ejm_43,0.11764256
ejm_43,0.099062525
ejm_43,0.1485084
ejm_43,0.17474638
ejm_43,0.1880106
ejm_43,0.20130245
ejm_43,0.17121637
ejm_43,0.1711485
ejm_43,0.1435546
ejm_43,0.13841683
ejm_43,0.18149965
ejm_43,0.18431655
ejm_43,0.17777742
ejm_43,0.1912201
ejm_43,0.18302353
ejm_43,0.19147836
ejm_43,0.1896461
ejm_43,0.12606896
ejm_43,0.1815747
ejm_43,0.17784159
ejm_43,0.09784803
ejm_43,0.13027255
ejm_43,0.17528284
ejm_43,0.12453132
ejm_43,0.17615263
ejm_43,0.14719947
ejm_43,0.18695612
ejm_43,0.15100132
ejm_43,0.112168066
ejm_43,0.11585428
ejm_43,0.08556699
ejm_43,0.16295832
ejm_43,0.17992653
ejm_43,0.19804676
ejm_43,0.14503014
ejm_43,0.15874316
ejm_43,0.15271068
ejm_43,0.14468674
ejm_43,0.1955004
ejm_43,0.17222887
ejm_43,0.2144293
ejm_43,0.19137111
ejm_43,0.18647243
ejm_43,0.18639186
ejm_43,0.19974136
ejm_43,0.16617261
ejm_43,0.18587399
ejm_43,0.18724035
ejm_43,0.19851823
ejm_43,0.19566657
ejm_43,0.17417112
ejm_43,0.20001778
ejm_43,0.1564707
ejm_43,0.18736343
ejm_43,0.19373165
ejm_43,0.17542839
ejm_43,0.1975358
ejm_43,0.19666027
ejm_43,0.18165617
ejm_43,0.18549277
ejm_43,0.17399451
ejm_43,0.20456669
ejm_43,0.18435058
ejm_43,0.19514011
ejm_43,0.22093566
ejm_43,0.22201103
ejm_43,0.21421489
ejm_43,0.22951613
ejm_43,0.21519145
ejm_43,0.21391095
ejm_43,0.18182857
ejm_43,0.1558787
ejm_43,0.17086774
ejm_43,0.15779744
ejm_43,0.18277323
ejm_43,0.1914374
ejm_43,0.2216532
ejm_43,0.20425029
ejm_43,0.1749713
ejm_43,0.18549892
ejm_43,0.20588124
ejm_43,0.19784567
ejm_43,0.20037575
ejm_43,0.14097756
ejm_43,0.2188605
ejm_43,0.21232024
ejm_43,0.18351212
ejm_43,0.17181921
ejm_43,0.20842919
ejm_43,0.19393842
ejm_43,0.18719906
ejm_43,0.15277229
ejm_43,0.18062878
ejm_43,0.19206306
ejm_43,0.190315
ejm_43,0.19316745
ejm_43,0.21027352
ejm_43,0.20376647
ejm_43,0.18980107
ejm_43,0.20492056
ejm_43,0.20052561
ejm_43,0.19191255
ejm_43,0.18992148
ejm_43,0.20115896
ejm_43,0.19822763
ejm_43,0.21063091
ejm_43,0.19423893
ejm_43,0.18505564
ejm_43,0.18968123
ejm_43,0.19329174
ejm_43,0.1889872
ejm_43,0.1662836
ejm_43,0.15032336
ejm_43,0.20162435
ejm_43,0.19878443
ejm_43,0.20339923
ejm_43,0.18180124
ejm_43,0.19342971
ejm_43,0.19742002
ejm_43,0.20876275
ejm_43,0.21333836
ejm_43,0.19785538
ejm_43,0.20296617
ejm_43,0.18892276
ejm_43,0.19401851
ejm_43,0.20820498
ejm_43,0.1908963
ejm_43,0.20533887
ejm_43,0.20168066
ejm_43,0.20403416
ejm_43,0.19922505
ejm_43,0.20717151
ejm_43,0.15387617
ejm_43,0.14230098
ejm_43,0.15145728
ejm_43,0.13628411
ejm_43,0.1346805
ejm_43,0.13156305
ejm_43,0.1357089
ejm_43,0.12113706
ejm_43,0.1825233
ejm_43,0.10009697
ejm_43,0.11166891
ejm_43,0.18076128
ejm_43,0.15038629
ejm_43,0.156685
ejm_43,0.17827423
ejm_43,0.18593776
ejm_43,0.17391212
ejm_43,0.18041392
ejm_43,0.18093848
ejm_43,0.17400749
ejm_43,0.11541217
ejm_43,0.12118263
ejm_43,0.10484729
ejm_43,0.13190083
ejm_43,0.16807435
ejm_43,0.16822569
ejm_43,0.14502028
ejm_43,0.17551321
ejm_43,0.18354617
ejm_43,0.17640875
ejm_43,0.20234555
ejm_43,0.15687773
ejm_43,0.16610418
ejm_43,0.18545298
ejm_43,0.1861962
ejm_43,0.18494467
ejm_43,0.19164401
ejm_43,0.17698513
ejm_43,0.17204896
ejm_43,0.12097535
ejm_43,0.1789941
ejm_43,0.16736786
ejm_43,0.15802361
ejm_43,0.18395865
ejm_43,0.17695875
ejm_43,0.19157551
ejm_43,0.17250784
ejm_43,0.09183514
ejm_43,0.10838362
ejm_43,0.11295489
ejm_43,0.16095953
ejm_43,0.17653121
ejm_43,0.19261228
ejm_43,0.18902583
ejm_43,0.1779175
ejm_43,0.18199646
ejm_43,0.18141507
ejm_43,0.17965803
ejm_43,0.18140967
ejm_43,0.18978414
ejm_43,0.18355711
ejm_43,0.186077
ejm_43,0.18292058
ejm_43,0.16566621
ejm_43,0.17978314
ejm_43,0.18789957
ejm_43,0.18008359
ejm_43,0.1447504
ejm_43,0.17537259
ejm_43,0.18827686
ejm_43,0.18108566
ejm_43,0.17217015
ejm_43,0.11105683
ejm_43,0.112505406
ejm_43,0.14977199
ejm_43,0.13937141
ejm_43,0.12510777
ejm_43,0.19095968
ejm_43,0.1835066
ejm_43,0.1334128
ejm_43,0.14098842
ejm_43,0.14289829
ejm_43,0.14599562
ejm_43,0.14807422
ejm_43,0.12607752
ejm_43,0.18320046
ejm_43,0.08392847
ejm_43,0.1878867
ejm_43,0.11869744
ejm_43,0.11942109
ejm_43,0.100466855
ejm_43,0.10012329
ejm_43,0.086748734
ejm_43,0.08065895
ejm_43,0.09812848
ejm_43,0.10517757
ejm_43,0.1865077
ejm_43,0.172058
ejm_43,0.15123166
ejm_43,0.16635542
ejm_43,0.19097912
ejm_43,0.15431078
ejm_43,0.1819846
ejm_43,0.16982658
ejm_43,0.19315062
ejm_43,0.18622759
ejm_43,0.19198021
ejm_43,0.19233662
ejm_43,0.18283488
ejm_43,0.1418155
ejm_43,0.19104284
ejm_43,0.14233465
ejm_43,0.16692334
ejm_43,0.18594275
ejm_43,0.1817353
ejm_43,0.19029772
ejm_43,0.17101221
ejm_43,0.17492582
ejm_43,0.18294644
ejm_43,0.1515073
ejm_43,0.15369046
ejm_43,0.16502073
ejm_43,0.17103878
ejm_43,0.17969406
ejm_43,0.11177448
ejm_43,0.15227059
ejm_43,0.12771626
ejm_43,0.12110546
ejm_43,0.10868677
ejm_43,0.11817935
ejm_43,0.101062365
ejm_43,0.10744757
ejm_43,0.15872695
ejm_43,0.10816493
ejm_43,0.09496127
ejm_43,0.18253265
ejm_43,0.19284497
ejm_43,0.18539783
ejm_43,0.11617465
ejm_43,0.11482333
ejm_43,0.16766876
ejm_43,0.1791002
ejm_43,0.18588634
ejm_43,0.17334437
ejm_43,0.18453442
ejm_43,0.17438518
ejm_43,0.19985598
ejm_43,0.20587648
ejm_43,0.18736115
ejm_43,0.17700143
ejm_43,0.1805504
ejm_43,0.20428574
ejm_43,0.11486288
ejm_43,0.1712067
ejm_43,0.15474904
ejm_43,0.19376267
ejm_43,0.16625476
ejm_43,0.1927821
ejm_43,0.18548574
ejm_43,0.18128139
ejm_43,0.11074635
ejm_43,0.14191651
ejm_43,0.18907614
ejm_43,0.18947306
ejm_43,0.19102748
ejm_43,0.1801283
ejm_43,0.17922431
ejm_43,0.16761397
ejm_43,0.15284833
ejm_43,0.16427882
ejm_43,0.18836989
ejm_43,0.2028927
ejm_43,0.18719095
ejm_43,0.16371566
ejm_43,0.18698867
ejm_43,0.15467896
ejm_43,0.17358106
ejm_43,0.14743455
ejm_43,0.121811196
ejm_43,0.16107643
ejm_43,0.14394994
ejm_43,0.1959529
ejm_43,0.20166816
ejm_43,0.13357486
ejm_43,0.18978275
ejm_43,0.15940073
ejm_43,0.17485543
ejm_43,0.11792722
ejm_43,0.19724463
ejm_43,0.17146039
ejm_43,0.110086866
ejm_43,0.1575321
ejm_43,0.18917407
ejm_43,0.16878912
ejm_43,0.17734097
ejm_43,0.17626281
ejm_43,0.18491672
ejm_43,0.12731527
ejm_43,0.13800517
ejm_43,0.076639935
ejm_43,0.10747279
ejm_43,0.090416245
ejm_43,0.09902211
ejm_43,0.07262383
ejm_43,0.091314845
ejm_43,0.07702863
ejm_43,0.077556916
ejm_43,0.106114954
ejm_43,0.07748926
ejm_43,0.10083687
ejm_43,0.08259408
ejm_43,0.09530106
ejm_43,0.10855923
ejm_43,0.12450058
ejm_43,0.17682347
ejm_43,0.11210943
ejm_43,0.13784742
ejm_43,0.09508065
ejm_43,0.10194824
ejm_43,0.12998132
ejm_43,0.07184942
ejm_43,0.090094246
ejm_43,0.0912457
ejm_43,0.07322642
ejm_43,0.08451164
ejm_43,0.09762078
ejm_43,0.16974328
ejm_43,0.1417362
ejm_43,0.13260391
ejm_43,0.14657703
ejm_43,0.10403726
ejm_43,0.10367721
ejm_43,0.110007614
ejm_43,0.14798225
ejm_43,0.1421893
ejm_43,0.1473679
ejm_43,0.11492819
ejm_43,0.1266079
ejm_43,0.1368382
ejm_43,0.15311262
ejm_43,0.20075265
ejm_43,0.15942615
ejm_43,0.17563863
ejm_43,0.17997311
ejm_43,0.18171889
ejm_43,0.12988031
ejm_43,0.13156591
ejm_43,0.16315679
ejm_43,0.12951285
ejm_43,0.12405864
ejm_43,0.115838245
ejm_43,0.1479245
ejm_43,0.118499584
ejm_43,0.16849811
ejm_43,0.108189866
ejm_43,0.108174324
ejm_43,0.16710186
ejm_43,0.16973552
ejm_43,0.12962827
ejm_43,0.13920781
ejm_43,0.18144612
ejm_43,0.13022535
ejm_43,0.14923708
ejm_43,0.11599218
ejm_43,0.100377634
ejm_43,0.1810957
ejm_44,0.16304836
ejm_44,0.1487315
ejm_44,0.16096404
ejm_44,0.106775746
ejm_44,0.18103595
ejm_44,0.10266206
ejm_44,0.19377503
ejm_44,0.20377417
ejm_44,0.18969434
ejm_44,0.18408416
ejm_44,0.20373102
ejm_44,0.19764106
ejm_44,0.19145887
ejm_44,0.20376822
ejm_44,0.15628631
ejm_44,0.17979918
ejm_44,0.14351474
ejm_44,0.08581426
ejm_44,0.093311556
ejm_44,0.20144941
ejm_44,0.20366627
ejm_44,0.19616964
ejm_44,0.16213334
ejm_44,0.13163951
ejm_44,0.20105378
ejm_44,0.2055914
ejm_44,0.19855492
ejm_44,0.1413542
ejm_44,0.10624836
ejm_44,0.103369914
ejm_44,0.15232879
ejm_44,0.19095364
ejm_44,0.16744101
ejm_44,0.09918699
ejm_44,0.09778003
ejm_44,0.09553162
ejm_44,0.10053702
ejm_44,0.093997784
ejm_44,0.1068315
ejm_44,0.19429661
ejm_44,0.171343
ejm_44,0.19146943
ejm_44,0.18918614
ejm_44,0.08399739
ejm_44,0.19763424
ejm_44,0.08568785
ejm_44,0.20216817
ejm_44,0.20453525
ejm_44,0.13400751
ejm_44,0.13576849
ejm_44,0.156499
ejm_44,0.12818661
ejm_44,0.103062525
ejm_44,0.15081722
ejm_44,0.2136188
ejm_44,0.12626106
ejm_44,0.115658894
ejm_44,0.13344847
ejm_44,0.15562949
ejm_44,0.12692894
ejm_44,0.11734876
ejm_44,0.15169223
ejm_44,0.16103628
ejm_44,0.1525078
ejm_44,0.19884758
ejm_44,0.19488795
ejm_44,0.1809145
ejm_44,0.18833959
ejm_44,0.19411816
ejm_44,0.1879827
ejm_44,0.172848
ejm_44,0.21952644
ejm_44,0.20285572
ejm_44,0.21251093
ejm_44,0.19893448
ejm_44,0.16833988
ejm_44,0.12969616
ejm_44,0.1744931
ejm_44,0.22045985
ejm_44,0.18934111
ejm_44,0.1808879
ejm_44,0.11070732
ejm_44,0.18614364
ejm_44,0.17266192
ejm_44,0.20355912
ejm_44,0.1895382
ejm_44,0.106242
ejm_44,0.101459384
ejm_44,0.13994004
ejm_44,0.10838288
ejm_44,0.08408402
ejm_44,0.096140094
ejm_44,0.102084026
ejm_44,0.19363514
ejm_44,0.18367165
ejm_44,0.17770308
ejm_44,0.1965629
ejm_44,0.09015441
ejm_44,0.20501584
ejm_44,0.15867409
ejm_44,0.17507972
ejm_44,0.13286258
ejm_44,0.20780715
ejm_44,0.07464158
ejm_44,0.16724655
ejm_44,0.19814496
ejm_44,0.17414992
ejm_44,0.19200455
ejm_44,0.062066786
ejm_44,0.08854032
ejm_44,0.106086224
ejm_44,0.19506559
ejm_44,0.21904455
ejm_44,0.20922765
ejm_44,0.13107747
ejm_44,0.11945006
ejm_44,0.21266489
ejm_44,0.1806228
ejm_44,0.112976946
ejm_44,0.13456024
ejm_44,0.124224044
ejm_44,0.15311271
ejm_44,0.15028201
ejm_44,0.21518981
ejm_44,0.2118746
ejm_44,0.21483053
ejm_44,0.1400555
ejm_44,0.1599544
ejm_44,0.1697234
ejm_44,0.15356672
ejm_44,0.21396631
ejm_44,0.19100772
ejm_44,0.18650779
ejm_44,0.18966909
ejm_44,0.10048009
ejm_44,0.20592804
ejm_44,0.1773631
ejm_44,0.18424456
ejm_44,0.2072263
ejm_44,0.20030247
ejm_44,0.15287158
ejm_44,0.18500477
ejm_44,0.20170085
ejm_44,0.16354278
ejm_44,0.15484689
ejm_44,0.1699914
ejm_44,0.15124412
ejm_44,0.15417124
ejm_44,0.14820571
ejm_44,0.15157902
ejm_44,0.16577882
ejm_44,0.1115769
ejm_44,0.10965091
ejm_44,0.10945812
ejm_44,0.12471217
ejm_44,0.13052228
ejm_44,0.11322045
ejm_44,0.10410023
ejm_44,0.16694169
ejm_44,0.12656558
ejm_44,0.10350214
ejm_44,0.13466203
ejm_44,0.14516428
ejm_44,0.14055435
ejm_44,0.16974616
ejm_44,0.17465672
ejm_44,0.10749655
ejm_44,0.11853326
ejm_44,0.10428953
ejm_44,0.19936045
ejm_44,0.15279122
ejm_44,0.09913984
ejm_44,0.09001653
ejm_44,0.097661965
ejm_44,0.11446009
ejm_44,0.15080394
ejm_44,0.18681781
ejm_44,0.1636467
ejm_44,0.18823482
ejm_44,0.15779695
ejm_44,0.18809044
ejm_44,0.11798844
ejm_44,0.10896165
ejm_44,0.20593877
ejm_44,0.10028452
ejm_44,0.10245793
ejm_44,0.10327649
ejm_44,0.1091276
ejm_44,0.16259706
ejm_44,0.20393962
ejm_44,0.16909759
ejm_44,0.16435911
ejm_44,0.11229464
ejm_44,0.10762587
ejm_44,0.11622745
ejm_44,0.10756426
ejm_44,0.11208939
ejm_44,0.10676224
ejm_44,0.16312096
ejm_44,0.15827648
ejm_44,0.19188762
ejm_44,0.16327217
ejm_44,0.14408687
ejm_44,0.17458172
ejm_44,0.17006007
ejm_44,0.13689761
ejm_44,0.102871865
ejm_44,0.103874974
ejm_44,0.111591905
ejm_44,0.09744475
ejm_44,0.096080564
ejm_44,0.10376116
ejm_44,0.19586717
ejm_44,0.18553483
ejm_44,0.19368619
ejm_44,0.18860702
ejm_44,0.1998649
ejm_44,0.09322502
ejm_44,0.10647535
ejm_44,0.10861549
ejm_44,0.112330474
ejm_44,0.2068704
ejm_44,0.10378066
ejm_44,0.13111722
ejm_44,0.10494321
ejm_44,0.10887622
ejm_44,0.11577689
ejm_44,0.10662206
ejm_44,0.104492076
ejm_44,0.10345089
ejm_44,0.10496382
ejm_44,0.20259859
ejm_44,0.17889209
ejm_44,0.19335854
ejm_44,0.13809416
ejm_44,0.1239194
ejm_44,0.20481561
ejm_44,0.20915449
ejm_44,0.099918306
ejm_44,0.08414873
ejm_44,0.11188189
ejm_44,0.15630478
ejm_44,0.17450656
ejm_44,0.1629887
ejm_44,0.17989656
ejm_44,0.113738425
ejm_44,0.1113674
ejm_44,0.119509436
ejm_44,0.12184096
ejm_44,0.12245699
ejm_44,0.20686513
ejm_44,0.18937232
ejm_44,0.111236155
ejm_44,0.12332313
ejm_44,0.10143692
ejm_44,0.119938806
ejm_44,0.115945525
ejm_44,0.10719406
ejm_44,0.11163879
ejm_44,0.09928379
ejm_44,0.20126458
ejm_44,0.20100011
ejm_44,0.20685692
ejm_44,0.19827287
ejm_44,0.18923728
ejm_44,0.1915927
ejm_44,0.18347424
ejm_44,0.17422256
ejm_44,0.14403068
ejm_44,0.1966786
ejm_44,0.107780285
ejm_44,0.10003626
ejm_44,0.15643345
ejm_44,0.17697962
ejm_44,0.0998298
ejm_44,0.16378906
ejm_44,0.11318018
ejm_44,0.10714305
ejm_44,0.11068273
ejm_44,0.11405191
ejm_44,0.0910956
ejm_44,0.113819584
ejm_44,0.093544334
ejm_44,0.13514309
ejm_44,0.144323
ejm_44,0.1411548
ejm_44,0.11535986
ejm_44,0.11211408
ejm_44,0.11210101
ejm_44,0.15192284
ejm_44,0.14814858
ejm_44,0.12760408
ejm_44,0.14392583
ejm_44,0.13828807
ejm_44,0.09760932
ejm_44,0.085987285
ejm_44,0.094517
ejm_44,0.17688996
ejm_44,0.20300633
ejm_44,0.20647651
ejm_44,0.19904506
ejm_44,0.2022771
ejm_44,0.19895868
ejm_44,0.20973742
ejm_44,0.20409797
ejm_44,0.19698279
ejm_44,0.19396172
ejm_44,0.19969735
ejm_44,0.19570464
ejm_44,0.20243227
ejm_44,0.18718849
ejm_44,0.20145057
ejm_44,0.19266656
ejm_44,0.20270029
ejm_44,0.19809212
ejm_44,0.18134688
ejm_44,0.20376697
ejm_44,0.17361403
ejm_44,0.20645565
ejm_44,0.20201601
ejm_44,0.1897299
ejm_44,0.19794247
ejm_44,0.20097695
ejm_44,0.20360355
ejm_44,0.20040499
ejm_44,0.20279287
ejm_44,0.20551988
ejm_44,0.20772544
ejm_44,0.1985848
ejm_44,0.18638279
ejm_44,0.20196211
ejm_44,0.19327359
ejm_44,0.20377931
ejm_44,0.19785409
ejm_44,0.1512938
ejm_44,0.14725298
ejm_44,0.15819842
ejm_44,0.19203882
ejm_44,0.2012158
ejm_44,0.1955854
ejm_44,0.2052492
ejm_44,0.19507739
ejm_44,0.19402502
ejm_44,0.19645756
ejm_44,0.18496391
ejm_44,0.20744911
ejm_44,0.0957284
ejm_44,0.11797464
ejm_44,0.11143192
ejm_44,0.09666465
ejm_44,0.13416156
ejm_44,0.10573153
ejm_44,0.11405477
ejm_44,0.11401622
ejm_44,0.09931424
ejm_44,0.11536974
ejm_44,0.122230746
ejm_44,0.115345545
ejm_44,0.113113165
ejm_44,0.09704602
ejm_44,0.10508696
ejm_44,0.10768464
ejm_44,0.2067369
ejm_44,0.20579179
ejm_44,0.1560954
ejm_44,0.14595018
ejm_44,0.15309964
ejm_44,0.16209818
ejm_44,0.15557776
ejm_44,0.19582571
ejm_44,0.108705394
ejm_44,0.17624813
ejm_44,0.15844832
ejm_44,0.08443461
ejm_44,0.10771034
ejm_44,0.0931761
ejm_44,0.15493505
ejm_44,0.1616654
ejm_44,0.1944535
ejm_44,0.08654839
ejm_44,0.104710445
ejm_44,0.085715264
ejm_44,0.13307704
ejm_44,0.14104153
ejm_44,0.103686035
ejm_44,0.15346839
ejm_44,0.10635404
ejm_44,0.1121676
ejm_44,0.10067643
ejm_44,0.09147069
ejm_44,0.076786846
ejm_44,0.06449641
ejm_44,0.09072101
ejm_44,0.062265467
ejm_44,0.08790147
ejm_44,0.08721475
ejm_44,0.077331685
ejm_44,0.0659024
ejm_44,0.20639369
ejm_44,0.19734827
ejm_44,0.20615903
ejm_44,0.19874825
ejm_44,0.15023263
ejm_44,0.20044258
ejm_44,0.1438804
ejm_44,0.19605163
ejm_44,0.19851814
ejm_44,0.19879845
ejm_44,0.10973806
ejm_44,0.14379098
ejm_44,0.15591037
ejm_44,0.15217891
ejm_44,0.1340155
ejm_44,0.15124828
ejm_44,0.09401288
ejm_44,0.0953903
ejm_44,0.086031914
ejm_44,0.07048333
ejm_44,0.07837024
ejm_44,0.16402322
ejm_44,0.12639031
ejm_44,0.17988196
ejm_44,0.16050313
ejm_44,0.147053
ejm_44,0.19059823
ejm_44,0.14903037
ejm_44,0.12283232
ejm_44,0.1413017
ejm_44,0.15564054
ejm_44,0.11983462
ejm_44,0.13702737
ejm_44,0.1407642
ejm_44,0.14947344
ejm_44,0.15898252
ejm_44,0.1529011
ejm_44,0.1502444
ejm_44,0.20019421
ejm_44,0.2025514
ejm_44,0.1969868
ejm_44,0.20225352
ejm_44,0.195005
ejm_44,0.14515178
ejm_44,0.13399345
ejm_44,0.1405575
ejm_44,0.12847029
ejm_44,0.0827978
ejm_44,0.08631479
ejm_44,0.12128454
ejm_44,0.096146874
ejm_44,0.20542751
ejm_44,0.20448065
ejm_44,0.2011166
ejm_44,0.1924218
ejm_44,0.18959905
ejm_44,0.19474944
ejm_44,0.18588166
ejm_44,0.19586717
ejm_44,0.2066184
ejm_44,0.19464587
ejm_44,0.20438883
ejm_44,0.19172232
ejm_44,0.1923663
ejm_44,0.19709882
ejm_44,0.19676563
ejm_44,0.18434705
ejm_44,0.21115021
ejm_44,0.20399994
ejm_44,0.21736595
ejm_44,0.19162984
ejm_44,0.10383332
ejm_44,0.096832946
ejm_44,0.111602746
ejm_44,0.11214167
ejm_44,0.11707868
ejm_44,0.20270488
ejm_44,0.19884758
ejm_44,0.15745607
ejm_44,0.08740071
ejm_44,0.18385266
ejm_44,0.19265907
ejm_44,0.17836224
ejm_44,0.11051911
ejm_44,0.10485673
ejm_44,0.12098633
ejm_44,0.08963899
ejm_44,0.093956694
ejm_44,0.084522724
ejm_44,0.18036944
ejm_44,0.19728142
ejm_44,0.08096956
ejm_44,0.14983201
ejm_44,0.14233778
ejm_44,0.18706656
ejm_44,0.19133113
ejm_44,0.18910252
ejm_44,0.117247425
ejm_44,0.1999069
ejm_44,0.1932264
ejm_44,0.20226191
ejm_44,0.20759292
ejm_44,0.21988842
ejm_44,0.19263576
ejm_44,0.19109283
ejm_44,0.09351773
ejm_44,0.09984215
ejm_44,0.102660015
ejm_44,0.108115785
ejm_44,0.12178081
ejm_44,0.117029
ejm_44,0.20438075
ejm_44,0.20680135
ejm_44,0.12161854
ejm_44,0.11264044
ejm_44,0.109873205
ejm_44,0.10131967
ejm_44,0.1257066
ejm_44,0.20449145
ejm_44,0.19952372
ejm_44,0.19337176
ejm_44,0.2081627
ejm_44,0.19733801
ejm_44,0.20283015
ejm_44,0.20683914
ejm_44,0.10406558
ejm_44,0.121798575
ejm_44,0.10433882
ejm_44,0.10064593
ejm_44,0.18436724
ejm_44,0.10686176
ejm_44,0.13153875
ejm_44,0.19298923
ejm_44,0.16915618
ejm_44,0.19853443
ejm_44,0.20082007
ejm_44,0.12144074
